,audio,sentence
4328,"{'array': array([array([-9.2629831e-05, -1.3346611e-04, -8.1226681e-05, ...,
               1.4444560e-04,  1.4199191e-04,  8.5398104e-05], dtype=float32),
       array([-9.2629831e-05, -1.3346611e-04, -8.1226681e-05, ...,
               1.4444560e-04,  1.4199191e-04,  8.5398104e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_2171654_84541043.wav', 'sampling_rate': 16000}",It is like I have a needle pushing through my heart.
4329,"{'array': array([array([-0.00058802, -0.00119525, -0.00140403, ..., -0.0012739 ,
              -0.00182196, -0.00210919], dtype=float32)               ,
       array([-0.00058802, -0.00119525, -0.00140403, ..., -0.0012739 ,
              -0.00182196, -0.00210919], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43698316_78301957.wav', 'sampling_rate': 16000}",Mr hair is falling out just by combing it.
4330,"{'array': array([array([-0.00073969, -0.00114524, -0.00040781, ..., -0.00052138,
              -0.00016661,  0.00030832], dtype=float32)               ,
       array([-0.00073969, -0.00114524, -0.00040781, ..., -0.00052138,
              -0.00016661,  0.00030832], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_21665495_75728926.wav', 'sampling_rate': 16000}",My knee is hurting so badly.
4331,"{'array': array([array([ 0.00139333,  0.00295387,  0.00247203, ..., -0.00182586,
              -0.00085648, -0.0002794 ], dtype=float32)               ,
       array([ 0.00139333,  0.00295387,  0.00247203, ..., -0.00182586,
              -0.00085648, -0.0002794 ], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43855932_49386781.wav', 'sampling_rate': 16000}",My body aches on the inside between my hips and shoulders.
4332,"{'array': array([array([-4.3373642e-04, -5.1429088e-04,  5.9286911e-05, ...,
              -6.0181529e-04, -1.2118933e-03, -1.4803541e-03], dtype=float32),
       array([-4.3373642e-04, -5.1429088e-04,  5.9286911e-05, ...,
              -6.0181529e-04, -1.2118933e-03, -1.4803541e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_38548574_31841221.wav', 'sampling_rate': 16000}",I have pimples in patches along with a lot of redness on my face.
4333,"{'array': array([array([-0.00711285, -0.00687571, -0.00566912, ..., -0.00394875,
              -0.0035212 , -0.00176072], dtype=float32)               ,
       array([-0.00711285, -0.00687571, -0.00566912, ..., -0.00394875,
              -0.0035212 , -0.00176072], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44259428_83019694.wav', 'sampling_rate': 16000}",I feel pain in the lower back
4334,"{'array': array([array([0.00482001, 0.00598545, 0.00187117, ..., 0.00663998, 0.00918494,
              0.00663149], dtype=float32)                                     ,
       array([0.00482001, 0.00598545, 0.00187117, ..., 0.00663998, 0.00918494,
              0.00663149], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_44101988_100684676.wav', 'sampling_rate': 16000}",Can't keep focus
4335,"{'array': array([array([-0.01121315, -0.01895215, -0.01649599, ..., -0.01054996,
              -0.0097097 , -0.00920632], dtype=float32)               ,
       array([-0.01121315, -0.01895215, -0.01649599, ..., -0.01054996,
              -0.0097097 , -0.00920632], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43758322_12611601.wav', 'sampling_rate': 16000}",I can't carry anything I have a pain in my shoulder
4336,"{'array': array([array([-2.4949279e-11,  7.5391720e-09,  8.9090179e-08, ...,
               2.4949279e-11,  0.0000000e+00,  0.0000000e+00], dtype=float32),
       array([-2.4949279e-11,  7.5391720e-09,  8.9090179e-08, ...,
               2.4949279e-11,  0.0000000e+00,  0.0000000e+00], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35154350_20049601.wav', 'sampling_rate': 16000}",my hair falling out
4337,"{'array': array([array([-0.00120771, -0.00235894, -0.00209071, ..., -0.00195933,
              -0.00113454, -0.00111827], dtype=float32)               ,
       array([-0.00120771, -0.00235894, -0.00209071, ..., -0.00195933,
              -0.00113454, -0.00111827], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_41841195_66959250.wav', 'sampling_rate': 16000}",my ankle is hurting me
4338,"{'array': array([array([-0.01171123, -0.01794303, -0.01533706, ...,  0.00162907,
               0.00262333, -0.00107836], dtype=float32)               ,
       array([-0.01171123, -0.01794303, -0.01533706, ...,  0.00162907,
               0.00262333, -0.00107836], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43453425_93082448.wav', 'sampling_rate': 16000}",I feel a great amount of pressure of my head.
4339,"{'array': array([array([-0.01078327, -0.02027655, -0.01801039, ..., -0.00497582,
               0.00051284, -0.00065631], dtype=float32)               ,
       array([-0.01078327, -0.02027655, -0.01801039, ..., -0.00497582,
               0.00051284, -0.00065631], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44176037_70844058.wav', 'sampling_rate': 16000}",I have a neck pain when I sit in-front of my laptop.
4340,"{'array': array([array([-0.02156848, -0.03417038, -0.02974366, ..., -0.00658428,
              -0.00664693, -0.00531096], dtype=float32)               ,
       array([-0.02156848, -0.03417038, -0.02974366, ..., -0.00658428,
              -0.00664693, -0.00531096], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_42557795_33828604.wav', 'sampling_rate': 16000}",Since I went into the forest  I have pain on my ear
4341,"{'array': array([array([-0.04469808, -0.07145256, -0.064441  , ...,  0.00217615,
               0.00332078,  0.00167387], dtype=float32)               ,
       array([-0.04469808, -0.07145256, -0.064441  , ...,  0.00217615,
               0.00332078,  0.00167387], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44263136_13332887.wav', 'sampling_rate': 16000}",My knee catches and hurts when I first stand up after sitting.
4342,"{'array': array([array([ 0.00033307, -0.00047354, -0.00106306, ...,  0.00112738,
               0.00200387,  0.00230843], dtype=float32)               ,
       array([ 0.00033307, -0.00047354, -0.00106306, ...,  0.00112738,
               0.00200387,  0.00230843], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_42554554_59735604.wav', 'sampling_rate': 16000}","I couldn't stop shaking or unclench my jaw, that's how cold I was."
4343,"{'array': array([array([0.00058676, 0.0009491 , 0.00111011, ..., 0.00103478, 0.00106276,
              0.00074954], dtype=float32)                                     ,
       array([0.00058676, 0.0009491 , 0.00111011, ..., 0.00103478, 0.00106276,
              0.00074954], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_42554554_71979010.wav', 'sampling_rate': 16000}",I feel cold and chills even though my clothes are heavy
4344,"{'array': array([array([-0.00128102, -0.0010348 , -0.00104324, ..., -0.00282327,
              -0.00126887, -0.00092023], dtype=float32)               ,
       array([-0.00128102, -0.0010348 , -0.00104324, ..., -0.00282327,
              -0.00126887, -0.00092023], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_42210938_53926703.wav', 'sampling_rate': 16000}",Every time it rains I get hives on my belly and sides.
4345,"{'array': array([array([-0.00715129, -0.01139264, -0.00988099, ..., -0.0086422 ,
              -0.00830379, -0.00925897], dtype=float32)               ,
       array([-0.00715129, -0.01139264, -0.00988099, ..., -0.0086422 ,
              -0.00830379, -0.00925897], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_19425875_74306830.wav', 'sampling_rate': 16000}",The area around my heart doesn't feel good.
4346,"{'array': array([array([ 2.0454908e-04, -1.2518215e-05, -3.5092758e-05, ...,
              -2.6134798e-02, -2.1654427e-02, -1.3708421e-02], dtype=float32),
       array([ 2.0454908e-04, -1.2518215e-05, -3.5092758e-05, ...,
              -2.6134798e-02, -2.1654427e-02, -1.3708421e-02], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44027675_103447992.wav', 'sampling_rate': 16000}",I feel like the world goes round and round
4347,"{'array': array([array([ 8.3873689e-05,  5.9281960e-05, -5.1462689e-06, ...,
              -4.8358380e-04, -4.8815855e-04, -2.6843883e-04], dtype=float32),
       array([ 8.3873689e-05,  5.9281960e-05, -5.1462689e-06, ...,
              -4.8358380e-04, -4.8815855e-04, -2.6843883e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_33905644_94419450.wav', 'sampling_rate': 16000}",dr. I feel a strange and powerful pain inside my rib cage
4348,"{'array': array([array([ 0.00421048,  0.00599162,  0.00586502, ..., -0.00980525,
              -0.01806388, -0.01416132], dtype=float32)               ,
       array([ 0.00421048,  0.00599162,  0.00586502, ..., -0.00980525,
              -0.01806388, -0.01416132], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_41087148_35311923.wav', 'sampling_rate': 16000}",The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
4349,"{'array': array([array([0.00498835, 0.00790242, 0.00714292, ..., 0.00656125, 0.00596499,
              0.00696647], dtype=float32)                                     ,
       array([0.00498835, 0.00790242, 0.00714292, ..., 0.00656125, 0.00596499,
              0.00696647], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_19425875_34018942.wav', 'sampling_rate': 16000}",I have a great stomach ache and i can't eat any thing
4350,"{'array': array([array([ 8.7472916e-05, -2.3288841e-04, -2.0764838e-04, ...,
               1.1146173e-04,  2.0801630e-04,  2.1959252e-04], dtype=float32),
       array([ 8.7472916e-05, -2.3288841e-04, -2.0764838e-04, ...,
               1.1146173e-04,  2.0801630e-04,  2.1959252e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_6338946_15167470.wav', 'sampling_rate': 16000}",I'm not feeling good I get infection wound
4351,"{'array': array([array([ 0.00034264,  0.00049945,  0.00050557, ..., -0.00017445,
              -0.00018894, -0.00013975], dtype=float32)               ,
       array([ 0.00034264,  0.00049945,  0.00050557, ..., -0.00017445,
              -0.00018894, -0.00013975], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43620482_23352798.wav', 'sampling_rate': 16000}",I complain alot with skin allergy
4352,"{'array': array([array([ 0.00043203,  0.00205125,  0.00182171, ...,  0.00209481,
               0.00128573, -0.00041465], dtype=float32)               ,
       array([ 0.00043203,  0.00205125,  0.00182171, ...,  0.00209481,
               0.00128573, -0.00041465], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_35448024_17638605.wav', 'sampling_rate': 16000}",Have severe cold and cough
4353,"{'array': array([array([0.00046422, 0.00524326, 0.00988224, ..., 0.02028547, 0.02728623,
              0.01904211], dtype=float32)                                     ,
       array([0.00046422, 0.00524326, 0.00988224, ..., 0.02028547, 0.02728623,
              0.01904211], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_41150153_39966475.wav', 'sampling_rate': 16000}",Is pimples a skin disease?
4354,"{'array': array([array([-1.3312159e-04, -1.3534463e-04, -1.4911643e-06, ...,
               1.2046320e-03,  1.2894312e-03,  1.5103280e-03], dtype=float32),
       array([-1.3312159e-04, -1.3534463e-04, -1.4911643e-06, ...,
               1.2046320e-03,  1.2894312e-03,  1.5103280e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_39154234_74893027.wav', 'sampling_rate': 16000}",My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
4355,"{'array': array([array([-5.1097373e-05, -5.4517554e-05, -8.3139756e-05, ...,
              -1.6342569e-04,  1.1114190e-04,  3.0696928e-04], dtype=float32),
       array([-5.1097373e-05, -5.4517554e-05, -8.3139756e-05, ...,
              -1.6342569e-04,  1.1114190e-04,  3.0696928e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_15004831_43783926.wav', 'sampling_rate': 16000}","when i get up, i feel dizzy and fall down."
4356,"{'array': array([array([9.4858138e-04, 1.1841042e-03, 1.4622835e-03, ..., 1.1198129e-04,
              2.7447857e-04, 4.1974654e-05], dtype=float32)                   ,
       array([9.4858138e-04, 1.1841042e-03, 1.4622835e-03, ..., 1.1198129e-04,
              2.7447857e-04, 4.1974654e-05], dtype=float32)                   ],
      dtype=object), 'path': './recordings/1249120_36505751_43847489.wav', 'sampling_rate': 16000}",I have a scab on the back of my hand that just won't go away.
4357,"{'array': array([array([-0.00051516, -0.00075663, -0.00093416, ..., -0.01149663,
              -0.00966017, -0.00826943], dtype=float32)               ,
       array([-0.00051516, -0.00075663, -0.00093416, ..., -0.01149663,
              -0.00966017, -0.00826943], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44027675_89138183.wav', 'sampling_rate': 16000}",i have a problem in my back i cannot extend it
4358,"{'array': array([array([-2.8061642e-05, -3.3480759e-05, -8.8505521e-06, ...,
               1.9343439e-05,  6.9924528e-05,  5.8536345e-05], dtype=float32),
       array([-2.8061642e-05, -3.3480759e-05, -8.8505521e-06, ...,
               1.9343439e-05,  6.9924528e-05,  5.8536345e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_41956733_19825557.wav', 'sampling_rate': 16000}",I have constant stomach pain and bloating.
4359,"{'array': array([array([-2.0940184e-05, -6.4406886e-05, -3.8491380e-05, ...,
               4.6061614e-06, -2.4146038e-05, -5.3172240e-05], dtype=float32),
       array([-2.0940184e-05, -6.4406886e-05, -3.8491380e-05, ...,
               4.6061614e-06, -2.4146038e-05, -5.3172240e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_15830408_17297780.wav', 'sampling_rate': 16000}",i'm disappointed
